Company,Name,YearOfManufacture,Status,Body,DistanceUsed,Doors,Seats,FuelType,FuelAmount,GearBox,Drivetrain,FuelConsumption,Price
Hyundai, Hyundai Stargazer Tiêu chuẩn 1.5 AT - 2023,2023,new,Van,0,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,5,515000000
Hyundai, Hyundai SantaFe Cao cấp 2.5L HTRAC - 2023,2023,new,SUV,0,5,7,Xăng,2.5,Số tự động,AWD - 4 bánh toàn thời gian,5,1200000000
Hyundai, Hyundai Tucson 2.0 AT Tiêu chuẩn - 2023,2023,new,Crossover,0,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,5,800000000
Mercedes, Mercedes Benz E class E200 Exclusive - 2021,2021,used,Sedan,12000,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,1859000000
Mercedes, Mercedes Benz GLS 450 4Matic - 2022,2022,new,SUV,0,5,7,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,null,5079000000
Kia, Kia Sedona 2.2 DAT Luxury - 2021,2021,used,Van,15000,5,7,Dầu,2.2,Số tự động,FWD - Dẫn động cầu trước,null,1049000000
Mercedes, Mercedes Benz C class Edition - 2014,2014,used,Sedan,86000,5,5,Xăng,null,Số tự động,FWD - Dẫn động cầu trước,null,525000000
Hyundai, Hyundai SantaFe 2.2L 4WD - 2018,2018,used,SUV,36000,5,7,Dầu,2.2,Số tự động,4WD - Dẫn động 4 bánh,null,795000000
Lexus, Lexus LX 600 Vip - 2023,2023,new,SUV,0,5,4,Xăng,3.4,Số tự động,AWD - 4 bánh toàn thời gian,null,12500000000
Lexus, Lexus LX 600 Vip - 2023,2023,new,SUV,0,5,4,Xăng,3.4,Số tự động,AWD - 4 bánh toàn thời gian,null,12500000000
Mercedes, Mercedes Benz G class G63 AMG - 2023,2023,new,SUV,0,5,5,Xăng,4.0,Số tự động,AWD - 4 bánh toàn thời gian,null,12750000000
Mercedes, Mercedes Benz GLC 200 4Matic - 2023,2023,new,SUV,0,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,1907000000
Mercedes, Mercedes Benz C class C300 AMG NHẬP ĐỨC - 2022,2022,used,Sedan,9888,4,5,Xăng,null,Số tự động,RFD - Dẫn động cầu sau,null,1978000000
Mercedes, Mercedes Benz Maybach GLS 480 4Matic - 2023,2023,new,SUV,0,5,4,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,null,8679000000
Mercedes, Mercedes Benz GLC 200 4Matic - 2023,2023,new,SUV,0,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,1907000000
Mercedes, Mercedes Benz C class C300 AMG - 2023,2023,new,Sedan,0,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,1959000000
Mercedes, Mercedes Benz C class C200 - 2017,2017,used,Sedan,61000,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,850000000
Ford, Ford Escape XLT 2.3L 4x4 AT - 2011,2011,used,SUV,130000,5,5,Xăng,2.3,Số tự động,4WD - Dẫn động 4 bánh,null,335000000
Hyundai, Hyundai Accent 1.4 ATH - 2018,2018,used,Sedan,54000,4,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,6,435000000
Mercedes, Mercedes Benz GLC 300 4Matic - 2023,2023,new,SUV,0,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,2800000000
Mercedes, Mercedes Benz GLB 200 AMG - 2023,2023,new,SUV,0,5,7,Xăng,1.3,Số tự động,RFD - Dẫn động cầu sau,null,2089000000
Peugeot, Peugeot 3008 Allure 1.6 AT - 2021,2021,used,Crossover,26000,5,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,8,915000000
Lexus, Lexus RX 350 - 2019,2019,used,SUV,38000,5,5,Xăng,3.5,Số tự động,AWD - 4 bánh toàn thời gian,null,3100000000
Toyota, Toyota Vios G 1.5 CVT - 2021,2021,used,Sedan,11000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,7,545000000
Lexus, Lexus LS 500h - 2017,2017,used,Sedan,0,4,5,Hybrid,3.5,Số tự động,FWD - Dẫn động cầu trước,null,4990000000
Lexus, Lexus RX 350 AWD - 2009,2009,used,SUV,84000,5,5,Xăng,3.5,Số tự động,AWD - 4 bánh toàn thời gian,null,890000000
Lexus, Lexus LX 570 Super Sport MBS - 2020,2020,used,SUV,30000,5,4,Xăng,5.7,Số tự động,AWD - 4 bánh toàn thời gian,null,8950000000
LandRover, LandRover Range Rover Autobiography LWB Black Edition - 2015,2015,used,SUV,50000,5,4,Xăng,5.0,Số tự động,AWD - 4 bánh toàn thời gian,null,5250000000
Mercedes, Mercedes Benz S class S450L Luxury - 2019,2019,used,Sedan,30000,4,5,Xăng,3.0,Số tự động,RFD - Dẫn động cầu sau,null,3350000000
BMW, BMW 7 Series 730Li - 2011,2011,used,Sedan,54000,4,5,Xăng,3.0,Số tự động,RFD - Dẫn động cầu sau,null,885000000
Toyota, Toyota Prado VX 2.7L - 2019,2019,used,SUV,53000,5,7,Xăng,2.7,Số tự động,4WD - Dẫn động 4 bánh,null,2100000000
Volvo, Volvo XC90 T6 2.0 AT - 2015,2015,used,SUV,70000,5,7,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,2386000000
Porsche, Porsche Cayenne 3.6 V6 - 2014,2014,used,SUV,70000,5,5,Xăng,3.6,Số tự động,AWD - 4 bánh toàn thời gian,null,2250000000
Nissan, Nissan Navara VL 2.5 AT 4WD - 2015,2015,used,Bán tải ,93216,4,5,Dầu,2.5,Số tự động,4WD - Dẫn động 4 bánh,8,450000000
Toyota, Toyota Fortuner Diesel - 2016,2016,used,SUV,95000,5,7,Dầu,null,Số tay,RFD - Dẫn động cầu sau,6,665000000
Kia, Kia K3 Premium 1.6 AT - 2021,2021,used,Sedan,11000,4,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,7,605000000
Hyundai, Hyundai Tucson 2.0 AT CRDi Đặc biệt - 2021,2021,used,Crossover,19000,5,5,Dầu,2.0,Số tự động,FWD - Dẫn động cầu trước,null,855000000
Hyundai, Hyundai Universe Limousine - 2018,2018,used,Van,95000,1,18,Dầu,null,Số tay,RFD - Dẫn động cầu sau,20,1800000000
Honda, Honda City 1.5 - 2020,2020,used,Sedan,32500,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,5,482000000
Honda, Honda Civic RS 1.5 AT - 2023,2023,new,Sedan,0,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,875000000
Ford, Ford Ranger XLS 2.2L 4x2 MT - 2016,2016,used,Bán tải ,68500,4,5,Dầu,2.2,Số tay,RFD - Dẫn động cầu sau,6,456000000
LandRover, LandRover Range Rover Autobiography LWB 5.0 - 2015,2015,used,SUV,30000,5,4,Xăng,5.0,Số tự động,AWD - 4 bánh toàn thời gian,null,4950000000
Mercedes, Mercedes Benz GLS 450 4Matic - 2023,2023,new,SUV,0,5,7,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,null,5249000000
Bentley, Bentley Bentayga Mulliner - 2019,2019,used,SUV,36000,5,4,Xăng,null,Số tự động,AWD - 4 bánh toàn thời gian,16,13500000000
Toyota, Toyota Camry 2.0Q - 2023,2023,new,Sedan,0,4,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,1185000000
Mitsubishi, Mitsubishi Xpander Premium 1.5 AT - 2023,2023,new,SUV,0,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,6,648000000
Toyota, Toyota Camry 2.0G - 2019,2019,used,Sedan,42000,4,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,870000000
Mazda, Mazda CX5 2.0 AT - 2013,2013,used,SUV,68500,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,6,492000000
Mazda, Mazda 3 Luxury - 2020,2020,used,Sedan,53000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,555000000
BMW, BMW 5 Series 530i M Sport - 2022,2022,new,Sedan,0,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,3219000000
Porsche, Porsche Cayenne 3.0 V6 - 2017,2017,used,SUV,50000,5,5,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,null,2990000000
Ford, Ford Transit 2.5MT Presiden - 2022,2022,used,Van,12000,3,10,Dầu,null,Số tay,RFD - Dẫn động cầu sau,null,1390000000
VinFast, VinFast Lux A 2.0 2.0 AT - 2021,2021,used,Sedan,32000,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,629000000
Honda, Honda City 1.5 - 2018,2018,used,Sedan,0,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,420000000
Toyota, Toyota Innova 2.0E - 2017,2017,used,SUV,85000,5,8,Xăng,null,Số tay,-,null,469000000
Toyota, Toyota Innova V - 2009,2009,used,Crossover,1200,5,8,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,8,320000000
Kia, Kia Cerato 2.0 AT Premium - 2020,2020,used,Sedan,40000,4,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,8,575000000
Mercedes, Mercedes Benz S class S450L Luxury - 2020,2020,used,Sedan,35000,4,5,Xăng,3.0,Số tự động,RFD - Dẫn động cầu sau,null,3580000000
BMW, BMW X7 xDrive40i M Sport - 2019,2019,used,SUV,30000,5,7,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,null,3950000000
VinFast, VinFast Lux A 2.0 2.0 AT - 2019,2019,used,Sedan,80000,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,565000000
Mercedes, Mercedes Benz C class C200 Avantgarde Plus - 2022,2022,used,Sedan,8400,4,5,Xăng,1.5,Số tự động,RFD - Dẫn động cầu sau,7,1679000000
Kia, Kia Morning 1.0AT - 2013,2013,used,Hatchback,53000,4,2,Xăng,null,Số tự động,FWD - Dẫn động cầu trước,null,199000000
Suzuki, Suzuki XL7 1.5 AT - 2022,2022,new,SUV,0,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,599000000
VinFast, VinFast Lux A 2.0 2.0 AT - 2021,2021,used,Sedan,30000,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,630000000
Ford, Ford Fiesta S 1.0AT Ecoboost - 2016,2016,used,Hatchback,58100,5,5,Xăng,1.0,Số tự động,FWD - Dẫn động cầu trước,5,358000000
Hyundai, Hyundai Creta Tiêu chuẩn 1.5 AT - 2022,2022,used,Crossover,10000,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,599000000
Mercedes, Mercedes Benz GLC 300 4Matic - 2022,2022,used,SUV,1000,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,9,2389000000
Kia, Kia K3 - 2014,2014,used,Sedan,68600,4,5,Xăng,null,Số tự động,FWD - Dẫn động cầu trước,7,415000000
Mercedes, Mercedes Benz GLC 200 4Matic - 2023,2023,new,SUV,0,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,1907000000
Mercedes, Mercedes Benz E class E300 AMG - 2022,2022,used,Sedan,500,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,9,2889000000
Mercedes, Mercedes Benz E class E300 AMG - 2022,2022,used,Sedan,8448,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,9,2888000000
Mercedes, Mercedes Benz GLC 200 - 2022,2022,used,SUV,295,5,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,7,1759000000
LandRover, LandRover Range Rover Evoque First Edition - 2020,2020,used,SUV,17000,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,9,2459000000
Hyundai, Hyundai Starex Van 2.5 MT - 2005,2005,used,Van,300000,4,6,Dầu,2.5,Số tay,RFD - Dẫn động cầu sau,10,80000000
Mercedes, Mercedes Benz GLC 300 4 matic - 2020,2020,used,SUV,98000,5,5,Xăng,null,Số tự động,AWD - 4 bánh toàn thời gian,9,1759000000
Mercedes, Mercedes Benz C class C300 AMG - 2023,2023,new,Sedan,0,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,1959000000
Toyota, Toyota Camry 2.5Q - 2022,2022,used,Sedan,13000,4,5,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,null,1290000000
Mazda, Mazda CX5 2.5 AT 2WD - 2018,2018,used,SUV,56000,5,5,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,null,690000000
Ford, Ford Ranger 4x4 MT - 2001,2001,used,Bán tải ,777,4,5,Dầu,null,Số tay,4WD - Dẫn động 4 bánh,7,96000000
Hyundai, Hyundai Kona 2.0 AT - 2019,2019,used,Crossover,47000,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,7,480000000
Toyota, Toyota Yaris 1.5G - 2018,2018,used,Hatchback,55000,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,6,499000000
Toyota, Toyota Fortuner 2.7V 4x2 AT - 2018,2018,used,SUV,86000,5,8,Xăng,2.7,Số tự động,RFD - Dẫn động cầu sau,null,799000000
Hyundai, Hyundai SantaFe 2.2L 4WD - 2018,2018,used,SUV,77000,5,7,Dầu,2.2,Số tự động,4WD - Dẫn động 4 bánh,null,820000000
Toyota, Toyota Veloz Cross Top 1.5 CVT - 2022,2022,used,SUV,5300,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,670000000
Toyota, Toyota Veloz Cross 1.5 CVT - 2022,2022,used,SUV,18000,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,630000000
Toyota, Toyota Veloz Cross 1.5 CVT - 2022,2022,used,SUV,32000,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,8,631000000
Toyota, Toyota Fortuner TRD Sportivo 4x4 AT - 2014,2014,used,SUV,94000,5,8,Xăng,2.7,Số tự động,4WD - Dẫn động 4 bánh,null,520000000
Hyundai, Hyundai SantaFe Cao cấp 2.5L HTRAC - 2021,2021,used,SUV,27000,5,7,Xăng,2.5,Số tự động,AWD - 4 bánh toàn thời gian,null,1095000000
Hyundai, Hyundai Tucson 2.0 AT Đặc biệt - 2021,2021,used,Crossover,27000,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,785000000
Toyota, Toyota Fortuner 2.7L 4x2 AT - 2022,2022,used,SUV,10000,5,7,Xăng,2.7,Số tự động,RFD - Dẫn động cầu sau,null,1060000000
Hyundai, Hyundai SantaFe Cao cấp 2.5L HTRAC - 2022,2022,used,SUV,15000,5,7,Xăng,2.5,Số tự động,AWD - 4 bánh toàn thời gian,null,1160000000
Toyota, Toyota Fortuner 2.4G 4x2 MT - 2019,2019,used,SUV,68000,5,8,Dầu,2.4,Số tay,RFD - Dẫn động cầu sau,null,795000000
Hyundai, Hyundai Tucson 1.6 AT Turbo - 2019,2019,used,Crossover,55000,5,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,8,765000000
Honda, Honda CRV L - 2019,2019,used,SUV,63000,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,8,799000000
Toyota, Toyota Fortuner 2.4G 4x2 AT - 2019,2019,used,SUV,62000,5,8,Dầu,2.4,Số tự động,RFD - Dẫn động cầu sau,null,870000000
Ford, Ford Everest Titanium 2.0L 4x2 AT - 2022,2022,used,SUV,27000,5,7,Dầu,2.0,Số tự động,RFD - Dẫn động cầu sau,null,1050000000
Hyundai, Hyundai SantaFe Cao cấp 2.2L HTRAC - 2021,2021,used,SUV,34000,5,7,Dầu,2.2,Số tự động,AWD - 4 bánh toàn thời gian,null,1140000000
Toyota, Toyota Fortuner 2.4G 4x2 AT - 2020,2020,used,SUV,33000,5,7,Dầu,2.4,Số tự động,RFD - Dẫn động cầu sau,null,910000000
Hyundai, Hyundai Kona 2.0 ATH - 2020,2020,used,Crossover,59000,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,540000000
Kia, Kia Sorento GATH - 2015,2015,used,SUV,46000,5,7,Xăng,2.4,Số tự động,FWD - Dẫn động cầu trước,null,565000000
Toyota, Toyota Corolla Cross 1.8G - 2022,2022,used,SUV,16000,5,5,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,null,730000000
Toyota, Toyota Fortuner 2.8V 4x4 AT - 2018,2018,used,SUV,98000,5,8,Dầu,2.8,Số tự động,4WD - Dẫn động 4 bánh,null,860000000
Honda, Honda CRV L - 2018,2018,used,SUV,58000,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,8,750000000
Ford, Ford Everest Titanium 2.0L 4x2 AT - 2020,2020,used,SUV,52000,5,7,Dầu,2.0,Số tự động,RFD - Dẫn động cầu sau,null,955000000
Hyundai, Hyundai SantaFe 2.4L 4WD - 2015,2015,used,SUV,86000,5,7,Xăng,2.4,Số tự động,4WD - Dẫn động 4 bánh,null,650000000
Lexus, Lexus RX 350 AWD - 2011,2011,used,SUV,60000,5,5,Xăng,3.5,Số tự động,AWD - 4 bánh toàn thời gian,8,1130000000
Toyota, Toyota Fortuner 2.7V 4x4 AT - 2016,2016,used,SUV,62000,5,8,Xăng,2.7,Số tự động,4WD - Dẫn động 4 bánh,null,699000000
Toyota, Toyota Fortuner 2.4G 4x2 MT - 2019,2019,used,SUV,98000,5,8,Dầu,2.4,Số tay,RFD - Dẫn động cầu sau,8,805000000
Suzuki, Suzuki Swift Special - 2016,2016,used,Hatchback,3500,5,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,5,407000000
Toyota, Toyota Vios 1.5G - 2020,2020,used,Sedan,20000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,5,498000000
Subaru, Subaru Forester 2.0i-L - 2019,2019,used,SUV,35000,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,8,768000000
Hyundai, Hyundai Tucson 2.0 AT CRDi - 2019,2019,used,Crossover,30000,5,5,Dầu,2.0,Số tự động,FWD - Dẫn động cầu trước,6,779000000
Mitsubishi, Mitsubishi Jolie MB - 2001,2001,used,SUV,250000,5,8,Xăng,2.0,Số tay,RFD - Dẫn động cầu sau,null,50000000
Toyota, Toyota Corolla Cross 1.8V - 2021,2021,used,SUV,15000,5,5,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,7,785000000
Toyota, Toyota Fortuner 2.4G 4x2 AT legender - 2020,2020,used,SUV,20000,5,7,Dầu,null,Số tự động,FWD - Dẫn động cầu trước,7,1035000000
Mitsubishi, Mitsubishi Outlander Sport 2.0 CVT Premium - 2016,2016,used,SUV,50000,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,6,520000000
Hyundai, Hyundai SantaFe 2.4L 4WD - 2018,2018,used,SUV,35000,5,7,Xăng,2.4,Số tự động,4WD - Dẫn động 4 bánh,null,780000000
Toyota, Toyota Prado VX 2.7L - 2021,2021,used,SUV,26000,5,7,Xăng,2.7,Số tự động,4WD - Dẫn động 4 bánh,8,2390000000
Ford, Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,used,Bán tải ,0,4,5,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,7,685000000
Toyota, Toyota Camry 2.0Q - 2022,2022,used,Sedan,6000,4,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,7,1129000000
Kia, Kia Morning EX - 2018,2018,used,Hatchback,70000,5,5,Xăng,1.25,Số tay,FWD - Dẫn động cầu trước,5,245000000
Bentley, Bentley Flying Spur W12 - 2013,2013,used,Sedan,38860,4,5,Xăng,6.0,Số tự động,RFD - Dẫn động cầu sau,16,7500000000
Toyota, Toyota Highlander LE 2.7 - 2015,2015,used,SUV,60000,5,7,Xăng,2.7,Số tự động,FWD - Dẫn động cầu trước,8,1170000000
Kia, Kia Morning Luxury - 2021,2021,used,Hatchback,10000,5,5,Xăng,1.25,Số tự động,FWD - Dẫn động cầu trước,5,379000000
Mercedes, Mercedes Benz GLC 200 4Matic - 2022,2022,used,SUV,9000,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,7,1880000000
Honda, Honda Brio RS - 2020,2020,used,Hatchback,40000,5,5,Xăng,1.2,Số tự động,FWD - Dẫn động cầu trước,5,410000000
Peugeot, Peugeot 2008 GT Line 1.2 AT - 2021,2021,used,Crossover,15000,5,5,Xăng,1.2,Số tự động,FWD - Dẫn động cầu trước,6,755000000
LandRover, LandRover Range Rover Sport 3.0AT - 2014,2014,used,SUV,68000,5,5,Xăng,null,Số tự động,AWD - 4 bánh toàn thời gian,null,1950000000
Mercedes, Mercedes Benz GLC 250 4Matic - 2018,2018,used,SUV,39500,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,1399000000
Kia, Kia Carnival Premium 2.2D - 2023,2023,new,Van,0,5,8,Dầu,2.2,Số tự động,FWD - Dẫn động cầu trước,null,1369000000
Mercedes, Mercedes Benz GLC 200 - 2022,2022,new,SUV,0,5,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,1814000000
Mazda, Mazda 3 1.5L Luxury - 2022,2022,used,Sedan,48000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,630000000
VinFast, VinFast VF8 Plus - 2023,2023,new,SUV,0,5,5,Điện,0.2,Số tự động,AWD - 4 bánh toàn thời gian,null,1087000000
Hyundai, Hyundai Creta Đặc biệt 1.5 AT - 2023,2023,new,Crossover,0,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,6,650000000
Kia, Kia Rio 1.4 AT - 2016,2016,used,Sedan,65000,4,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,6,389000000
Toyota, Toyota Fortuner 2.7V 4x4 AT - 2017,2017,used,SUV,72000,5,8,Xăng,2.7,Số tự động,4WD - Dẫn động 4 bánh,11,735000000
Hyundai, Hyundai Accent 1.4 MT - 2021,2021,used,Sedan,21000,4,5,Xăng,1.4,Số tay,FWD - Dẫn động cầu trước,null,415000000
Chevrolet, Chevrolet Trailblazer LTZ 2.5L VGT 4x4 AT - 2018,2018,used,SUV,68000,5,7,Dầu,2.5,Số tự động,AWD - 4 bánh toàn thời gian,null,675000000
Kia, Kia Sorento GATH - 2016,2016,used,SUV,71000,5,7,Xăng,2.4,Số tự động,FWD - Dẫn động cầu trước,null,550000000
Rolls, Rolls Royce Ghost 6.6 V12 - 2010,2010,used,Sedan,39900,4,4,Xăng,6.6,Số tự động,AWD - 4 bánh toàn thời gian,null,6999000000
Toyota, Toyota Land Cruiser 5.7 V8 - 2016,2016,used,SUV,55000,5,8,Xăng,5.7,Số tự động,AWD - 4 bánh toàn thời gian,null,4899000000
Hyundai, Hyundai Porter H150 - 2023,2023,new,Truck,0,2,3,Dầu,null,Số tay,FWD - Dẫn động cầu trước,7,365000000
Ford, Ford Everest 2.5L 4x2 AT - 2011,2011,used,SUV,170000,5,8,Dầu,2.5,Số tự động,RFD - Dẫn động cầu sau,8,350000000
Lexus, Lexus LX 570 - 2017,2017,used,SUV,24000,5,7,Xăng,5.7,Số tự động,AWD - 4 bánh toàn thời gian,8,6650000000
Mercedes, Mercedes Benz GLC 300 4Matic - 2023,2023,new,SUV,0,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,2303000000
Mercedes, Mercedes Benz C class C200 Avantgarde Plus - 2023,2023,new,Sedan,0,4,5,Xăng,1.5,Số tự động,RFD - Dẫn động cầu sau,null,1703000000
Mercedes, Mercedes Benz GLC 300 4Matic - 2021,2021,used,SUV,22000,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,1899000000
Mercedes, Mercedes Benz GLC 200 - 2022,2022,used,SUV,8800,5,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,1659000000
Ford, Ford EcoSport Titanium 1.5L AT - 2017,2017,used,SUV,40000,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,455000000
Toyota, Toyota Innova 2.0G - 2018,2018,used,Crossover,130000,5,8,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,520000000
